Sectores de actividad económica agregados	Categoría de residuos (CER-Stat) agregada	Peligrosidad	año	Total
Total generación	(01-03): Químicos	Peligrosos	2015	1.508.648,4
Total generación	(01-03): Químicos	Total	2019	2.362.071,3
Total generación	(01-03): Químicos	Total	2018	2.325.027,8
Total generación	(01-03): Químicos	Total	2017	2.436.771,3
Total generación	(01-03): Químicos	Total	2016	2.462.512,0
Total generación	(01-03): Químicos	Total	2015	2.567.597,3
Total generación	(06): Metálicos	No peligrosos	2019	6.263.341,9
Total generación	(06): Metálicos	No peligrosos	2018	5.977.292,6
Total generación	(06): Metálicos	No peligrosos	2017	5.842.690,9
Total generación	(06): Metálicos	No peligrosos	2016	5.699.605,2
Total generación	(06): Metálicos	No peligrosos	2015	6.705.982,3
Total generación	(06): Metálicos	Peligrosos	2019	..
Total generación	(06): Metálicos	Peligrosos	2018	..
Total generación	(06): Metálicos	Peligrosos	2017	..
Total generación	(06): Metálicos	Peligrosos	2016	..
Total generación	(06): Metálicos	Peligrosos	2015	..
Total generación	(06): Metálicos	Total	2019	6.263.341,9
Total generación	(06): Metálicos	Total	2018	5.977.292,6
Total generación	(06): Metálicos	Total	2017	5.842.690,9
Total generación	(06): Metálicos	Total	2016	5.699.605,2
Total generación	(06): Metálicos	Total	2015	6.705.982,3
Total generación	(07.1): Vidrio	No peligrosos	2019	1.272.218,0
Total generación	(07.1): Vidrio	No peligrosos	2018	1.170.408,2
Total generación	(07.1): Vidrio	No peligrosos	2017	1.122.480,8
Total generación	(07.1): Vidrio	No peligrosos	2016	1.173.943,1
Total generación	(07.1): Vidrio	No peligrosos	2015	1.140.874,0
Total generación	(07.1): Vidrio	Peligrosos	2019	8,7
Total generación	(07.1): Vidrio	Peligrosos	2018	8,9
Total generación	(07.1): Vidrio	Peligrosos	2017	16,1
Total generación	(07.1): Vidrio	Peligrosos	2016	296,1
Total generación	(07.1): Vidrio	Peligrosos	2015	263,9
Total generación	(07.1): Vidrio	Total	2019	1.272.226,6
Total generación	(07.1): Vidrio	Total	2018	1.170.417,1
Total generación	(07.1): Vidrio	Total	2017	1.122.496,9
Total generación	(07.1): Vidrio	Total	2016	1.174.239,2
Total generación	(07.1): Vidrio	Total	2015	1.141.137,9
Total generación	(07.2): Papel y Cartón	No peligrosos	2019	4.212.931,8
Total generación	(07.2): Papel y Cartón	No peligrosos	2018	3.379.351,5
Total generación	(07.2): Papel y Cartón	No peligrosos	2017	3.624.723,7
Total generación	(07.2): Papel y Cartón	No peligrosos	2016	3.531.136,4
Total generación	(07.2): Papel y Cartón	No peligrosos	2015	3.487.726,5
Total generación	(07.2): Papel y Cartón	Peligrosos	2019	..
Total generación	(07.2): Papel y Cartón	Peligrosos	2018	..
Total generación	(07.2): Papel y Cartón	Peligrosos	2017	..
Total generación	(07.2): Papel y Cartón	Peligrosos	2016	..
Total generación	(07.2): Papel y Cartón	Peligrosos	2015	..
Total generación	(07.2): Papel y Cartón	Total	2019	4.212.931,8
Total generación	(07.2): Papel y Cartón	Total	2018	3.379.351,5
Total generación	(07.2): Papel y Cartón	Total	2017	3.624.723,7
Total generación	(07.2): Papel y Cartón	Total	2016	3.531.136,4
Total generación	(07.2): Papel y Cartón	Total	2015	3.487.726,5
Total generación	(07.4): Plásticos	No peligrosos	2019	933.274,0
Total generación	(07.4): Plásticos	No peligrosos	2018	815.281,8
Total generación	(07.4): Plásticos	No peligrosos	2017	758.447,4
Total generación	(07.4): Plásticos	No peligrosos	2016	731.063,9
Total generación	(07.4): Plásticos	No peligrosos	2015	669.243,3
Total generación	(07.4): Plásticos	Peligrosos	2019	..
Total generación	(07.4): Plásticos	Peligrosos	2018	..
Total generación	(07.4): Plásticos	Peligrosos	2017	..
Total generación	(07.4): Plásticos	Peligrosos	2016	..
Total generación	(07.4): Plásticos	Peligrosos	2015	..
Total generación	(07.4): Plásticos	Total	2019	933.274,0
Total generación	(07.4): Plásticos	Total	2018	815.281,8
Total generación	(07.4): Plásticos	Total	2017	758.447,4
Total generación	(07.4): Plásticos	Total	2016	731.063,9
Total generación	(07.4): Plásticos	Total	2015	669.243,3
Total generación	(07.5): Madera	No peligrosos	2019	1.087.794,6
Total generación	(07.5): Madera	No peligrosos	2018	1.114.862,6
Total generación	(07.5): Madera	No peligrosos	2017	1.172.234,3
Total generación	(07.5): Madera	No peligrosos	2016	1.068.115,8
Total generación	(07.5): Madera	No peligrosos	2015	1.151.494,3
Total generación	(07.5): Madera	Peligrosos	2019	944,2
Total generación	(07.5): Madera	Peligrosos	2018	999,4
Total generación	(07.5): Madera	Peligrosos	2017	1.085,0
Total generación	(07.5): Madera	Peligrosos	2016	1.505,0
Total generación	(07.5): Madera	Peligrosos	2015	1.484,3
Total generación	(07.5): Madera	Total	2019	1.088.738,8
Total generación	(07.5): Madera	Total	2018	1.115.862,0
Total generación	(07.5): Madera	Total	2017	1.173.319,3
Total generación	(07.5): Madera	Total	2016	1.069.620,8
Total generación	(07.5): Madera	Total	2015	1.152.978,6
Total generación	(08): Equipos desechados	No peligrosos	2019	213.541,3
Total generación	(08): Equipos desechados	No peligrosos	2018	305.691,2
Total generación	(08): Equipos desechados	No peligrosos	2017	248.839,2
Total generación	(08): Equipos desechados	No peligrosos	2016	253.491,6
Total generación	(08): Equipos desechados	No peligrosos	2015	154.724,4
Total generación	(08): Equipos desechados	Peligrosos	2019	1.261.979,0
Total generación	(08): Equipos desechados	Peligrosos	2018	1.177.282,6
Total generación	(08): Equipos desechados	Peligrosos	2017	966.862,4
Total generación	(08): Equipos desechados	Peligrosos	2016	950.438,2
Total generación	(08): Equipos desechados	Peligrosos	2015	1.085.191,7
Total generación	(08): Equipos desechados	Total	2019	1.475.520,3
Total generación	(08): Equipos desechados	Total	2018	1.482.973,8
Total generación	(08): Equipos desechados	Total	2017	1.215.701,6
Total generación	(08): Equipos desechados	Total	2016	1.203.929,8
Total generación	(08): Equipos desechados	Total	2015	1.239.916,1
Total generación	(09): Animales y vegetales	No peligrosos	2019	9.230.078,5
Total generación	(09): Animales y vegetales	No peligrosos	2018	9.291.741,3
Total generación	(09): Animales y vegetales	No peligrosos	2017	8.910.156,0
Total generación	(09): Animales y vegetales	No peligrosos	2016	9.374.467,1
Total generación	(09): Animales y vegetales	No peligrosos	2015	9.520.823,7
Total generación	(09): Animales y vegetales	Peligrosos	2019	..
Total generación	(09): Animales y vegetales	Peligrosos	2018	..
Total generación	(09): Animales y vegetales	Peligrosos	2017	..
Total generación	(09): Animales y vegetales	Peligrosos	2016	..
Total generación	(09): Animales y vegetales	Peligrosos	2015	..
Total generación	(09): Animales y vegetales	Total	2019	9.230.078,5
Total generación	(09): Animales y vegetales	Total	2018	9.291.741,3
Total generación	(09): Animales y vegetales	Total	2017	8.910.156,0
Total generación	(09): Animales y vegetales	Total	2016	9.374.467,1
Total generación	(09): Animales y vegetales	Total	2015	9.520.823,7
Total generación	(10): Residuos mezclados	No peligrosos	2019	37.440.699,8
Total generación	(10): Residuos mezclados	No peligrosos	2018	37.765.210,1
Total generación	(10): Residuos mezclados	No peligrosos	2017	35.811.667,9
Total generación	(10): Residuos mezclados	No peligrosos	2016	34.828.226,7
Total generación	(10): Residuos mezclados	No peligrosos	2015	34.552.571,9
Total generación	(10): Residuos mezclados	Peligrosos	2019	92.416,4
Total generación	(10): Residuos mezclados	Peligrosos	2018	83.974,7
Total generación	(10): Residuos mezclados	Peligrosos	2017	74.791,1
Total generación	(10): Residuos mezclados	Peligrosos	2016	78.367,7
Total generación	(10): Residuos mezclados	Peligrosos	2015	71.920,2
Total generación	(10): Residuos mezclados	Total	2019	37.533.116,2
Total generación	(10): Residuos mezclados	Total	2018	37.849.184,8
Total generación	(10): Residuos mezclados	Total	2017	35.886.459,0
Total generación	(10): Residuos mezclados	Total	2016	34.906.594,4
Total generación	(10): Residuos mezclados	Total	2015	34.624.492,1
Total generación	(11): Lodos comunes	No peligrosos	2019	1.337.271,1
Total generación	(11): Lodos comunes	No peligrosos	2018	1.603.260,9
Total generación	(11): Lodos comunes	No peligrosos	2017	1.579.420,8
Total generación	(11): Lodos comunes	No peligrosos	2016	1.458.164,7
Total generación	(11): Lodos comunes	No peligrosos	2015	1.473.412,9
Total generación	(11): Lodos comunes	Peligrosos	2019	..
Total generación	(11): Lodos comunes	Peligrosos	2018	..
Total generación	(11): Lodos comunes	Peligrosos	2017	..
Total generación	(11): Lodos comunes	Peligrosos	2016	..
Total generación	(11): Lodos comunes	Peligrosos	2015	..
Total generación	(11): Lodos comunes	Total	2019	1.337.271,1
Total generación	(11): Lodos comunes	Total	2018	1.603.260,9
Total generación	(11): Lodos comunes	Total	2017	1.579.420,8
Total generación	(11): Lodos comunes	Total	2016	1.458.164,7
Total generación	(11): Lodos comunes	Total	2015	1.473.412,9
Total generación	(12-13): Minerales	No peligrosos	2019	66.493.813,0
Total generación	(12-13): Minerales	No peligrosos	2018	71.756.887,6
Total generación	(12-13): Minerales	No peligrosos	2017	68.432.751,6
Total generación	(12-13): Minerales	No peligrosos	2016	66.424.651,4
Total generación	(12-13): Minerales	No peligrosos	2015	65.564.059,2
Total generación	(12-13): Minerales	Peligrosos	2019	546.385,1
Total generación	(12-13): Minerales	Peligrosos	2018	584.435,3
Total generación	(12-13): Minerales	Peligrosos	2017	646.979,8
Total generación	(12-13): Minerales	Peligrosos	2016	608.300,9
Total generación	(12-13): Minerales	Peligrosos	2015	643.273,6
Total generación	(12-13): Minerales	Total	2019	67.040.198,1
Total generación	(12-13): Minerales	Total	2018	72.341.322,9
Total generación	(12-13): Minerales	Total	2017	69.079.731,4
Total generación	(12-13): Minerales	Total	2016	67.032.952,3
Total generación	(12-13): Minerales	Total	2015	66.207.332,8
Total generación	Resto: Otros	No peligrosos	2019	475.981,0
Total generación	Resto: Otros	No peligrosos	2018	437.339,8
Total generación	Resto: Otros	No peligrosos	2017	456.139,9
Total generación	Resto: Otros	No peligrosos	2016	482.380,2
Total generación	Resto: Otros	No peligrosos	2015	479.644,1
Total generación	Resto: Otros	Peligrosos	2019	32.274,9
Total generación	Resto: Otros	Peligrosos	2018	33.878,8
Total generación	Resto: Otros	Peligrosos	2017	33.283,3
Total generación	Resto: Otros	Peligrosos	2016	70.571,8
Total generación	Resto: Otros	Peligrosos	2015	67.680,2
Total generación	Resto: Otros	Total	2019	508.256,0
Total generación	Resto: Otros	Total	2018	471.218,6
Total generación	Resto: Otros	Total	2017	489.423,2
Total generación	Resto: Otros	Total	2016	552.952,0
Total generación	Resto: Otros	Total	2015	547.324,3
Total generación	Total, no peligrosos	No peligrosos	2019	129.948.465,1
Total generación	Total, no peligrosos	No peligrosos	2018	134.598.738,2
Total generación	Total, no peligrosos	No peligrosos	2017	128.884.654,8
Total generación	Total, no peligrosos	No peligrosos	2016	126.013.393,3
Total generación	Total, no peligrosos	No peligrosos	2015	125.959.505,5
Total generación	Total, no peligrosos	Peligrosos	2019	..
Total generación	Total, no peligrosos	Peligrosos	2018	..
Total generación	Total, no peligrosos	Peligrosos	2017	..
Total generación	Total, no peligrosos	Peligrosos	2016	..
Total generación	Total, no peligrosos	Peligrosos	2015	..
Total generación	Total, no peligrosos	Total	2019	129.948.465,1
Total generación	Total, no peligrosos	Total	2018	134.598.738,2
Total generación	Total, no peligrosos	Total	2017	128.884.654,8
Total generación	Total, no peligrosos	Total	2016	126.013.393,3
Total generación	Total, no peligrosos	Total	2015	125.959.505,5
Total generación	Total, peligrosos	No peligrosos	2019	..
Total generación	Total, peligrosos	No peligrosos	2018	..
Total generación	Total, peligrosos	No peligrosos	2017	..
Total generación	Total, peligrosos	No peligrosos	2016	..
Total generación	Total, peligrosos	No peligrosos	2015	..
Total generación	Total, peligrosos	Peligrosos	2019	3.308.559,6
Total generación	Total, peligrosos	Peligrosos	2018	3.224.196,9
Total generación	Total, peligrosos	Peligrosos	2017	3.234.686,7
Total generación	Total, peligrosos	Peligrosos	2016	3.183.844,5
Total generación	Total, peligrosos	Peligrosos	2015	3.378.462,3
Total generación	Total, peligrosos	Total	2019	3.308.559,6
Total generación	Total, peligrosos	Total	2018	3.224.196,9
Total generación	Total, peligrosos	Total	2017	3.234.686,7
Total generación	Total, peligrosos	Total	2016	3.183.844,5
Total generación	Total, peligrosos	Total	2015	3.378.462,3
Total generación	TOTAL	No peligrosos	2019	..
Total generación	TOTAL	No peligrosos	2018	..
Total generación	TOTAL	No peligrosos	2017	..
Total generación	TOTAL	No peligrosos	2016	..
Total generación	TOTAL	No peligrosos	2015	..
Total generación	TOTAL	Peligrosos	2019	..
Total generación	TOTAL	Peligrosos	2018	..
Total generación	TOTAL	Peligrosos	2017	..
Total generación	TOTAL	Peligrosos	2016	..
Total generación	TOTAL	Peligrosos	2015	..
Total generación	TOTAL	Total	2019	133.257.024,7
Total generación	TOTAL	Total	2018	137.822.935,1
Total generación	TOTAL	Total	2017	132.119.341,5
Total generación	TOTAL	Total	2016	129.197.237,8
Total generación	TOTAL	Total	2015	129.337.967,8
