"Variable1	Valor1	Variable2	Valor2	Variable3	Valor3	Variable4	Valor4	Variable5	Valor5	PERIODO	VALOR"
"Comunidades y Ciudades Autónomas	Canarias	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2016	35,0"
"Comunidades y Ciudades Autónomas	Canarias	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2015	28,5"
"Comunidades y Ciudades Autónomas	Canarias	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2014	27,6"
"Comunidades y Ciudades Autónomas	Canarias	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2013	28,4"
"Comunidades y Ciudades Autónomas	Canarias	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2012	33,6"
"Comunidades y Ciudades Autónomas	Canarias	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2011	30,1"
"Comunidades y Ciudades Autónomas	Canarias	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2010	29,7"
"Comunidades y Ciudades Autónomas	Canarias	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2009	30,4"
"Comunidades y Ciudades Autónomas	Canarias	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2008	30,7"
"Comunidades y Ciudades Autónomas	País Vasco	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2021	12,2"
"Comunidades y Ciudades Autónomas	País Vasco	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2020	10,0"
"Comunidades y Ciudades Autónomas	País Vasco	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2019	10,0"
"Comunidades y Ciudades Autónomas	País Vasco	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2018	8,6"
"Comunidades y Ciudades Autónomas	País Vasco	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2017	9,7"
"Comunidades y Ciudades Autónomas	País Vasco	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2016	9,0"
"Comunidades y Ciudades Autónomas	País Vasco	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2015	10,9"
"Comunidades y Ciudades Autónomas	País Vasco	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2014	10,2"
"Comunidades y Ciudades Autónomas	País Vasco	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2013	10,5"
"Comunidades y Ciudades Autónomas	País Vasco	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2012	13,3"
"Comunidades y Ciudades Autónomas	País Vasco	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2011	13,8"
"Comunidades y Ciudades Autónomas	País Vasco	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2010	11,7"
"Comunidades y Ciudades Autónomas	País Vasco	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2009	10,0"
"Comunidades y Ciudades Autónomas	País Vasco	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2008	9,1"
"Comunidades y Ciudades Autónomas	Rioja, La	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2021	16,1"
"Comunidades y Ciudades Autónomas	Rioja, La	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2020	15,0"
"Comunidades y Ciudades Autónomas	Rioja, La	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2019	12,3"
"Comunidades y Ciudades Autónomas	Rioja, La	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2018	16,6"
"Comunidades y Ciudades Autónomas	Rioja, La	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2017	9,7"
"Comunidades y Ciudades Autónomas	Rioja, La	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2016	11,9"
"Comunidades y Ciudades Autónomas	Rioja, La	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2015	17,1"
"Comunidades y Ciudades Autónomas	Rioja, La	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2014	16,2"
"Comunidades y Ciudades Autónomas	Rioja, La	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2013	19,3"
"Comunidades y Ciudades Autónomas	Rioja, La	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2012	16,8"
"Comunidades y Ciudades Autónomas	Rioja, La	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2011	20,6"
"Comunidades y Ciudades Autónomas	Rioja, La	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2010	21,2"
"Comunidades y Ciudades Autónomas	Rioja, La	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2009	17,2"
"Comunidades y Ciudades Autónomas	Rioja, La	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2008	16,2"
"Comunidades y Ciudades Autónomas	Extremadura	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2021	32,3"
"Comunidades y Ciudades Autónomas	Extremadura	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2020	31,4"
"Comunidades y Ciudades Autónomas	Extremadura	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2019	31,5"
"Comunidades y Ciudades Autónomas	Extremadura	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2018	37,6"
"Comunidades y Ciudades Autónomas	Extremadura	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2017	38,8"
"Comunidades y Ciudades Autónomas	Extremadura	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2016	30,4"
"Comunidades y Ciudades Autónomas	Extremadura	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2015	29,0"
"Comunidades y Ciudades Autónomas	Extremadura	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2014	33,1"
"Comunidades y Ciudades Autónomas	Extremadura	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2013	30,9"
"Comunidades y Ciudades Autónomas	Extremadura	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2012	29,4"
"Comunidades y Ciudades Autónomas	Extremadura	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2011	31,7"
"Comunidades y Ciudades Autónomas	Extremadura	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2010	35,7"
"Comunidades y Ciudades Autónomas	Extremadura	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2009	30,9"
"Comunidades y Ciudades Autónomas	Extremadura	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2008	35,3"
"Comunidades y Ciudades Autónomas	Cantabria	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2021	15,4"
"Comunidades y Ciudades Autónomas	Cantabria	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2020	18,0"
"Comunidades y Ciudades Autónomas	Cantabria	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2019	17,3"
"Comunidades y Ciudades Autónomas	Cantabria	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2018	19,9"
"Comunidades y Ciudades Autónomas	Cantabria	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2017	17,6"
"Comunidades y Ciudades Autónomas	Cantabria	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2016	15,3"
"Comunidades y Ciudades Autónomas	Cantabria	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2015	14,9"
"Comunidades y Ciudades Autónomas	Cantabria	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2014	20,6"
"Comunidades y Ciudades Autónomas	Cantabria	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2013	17,8"
"Comunidades y Ciudades Autónomas	Cantabria	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2012	17,7"
"Comunidades y Ciudades Autónomas	Cantabria	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2011	16,7"
"Comunidades y Ciudades Autónomas	Cantabria	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2010	20,1"
"Comunidades y Ciudades Autónomas	Cantabria	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2009	13,9"
"Comunidades y Ciudades Autónomas	Cantabria	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2008	14,3"
"Comunidades y Ciudades Autónomas	Andalucía	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2021	32,3"
"Comunidades y Ciudades Autónomas	Andalucía	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2020	28,5"
"Comunidades y Ciudades Autónomas	Andalucía	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2019	31,3"
"Comunidades y Ciudades Autónomas	Andalucía	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2018	32,0"
"Comunidades y Ciudades Autónomas	Andalucía	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2017	31,0"
"Comunidades y Ciudades Autónomas	Andalucía	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2016	35,4"
"Comunidades y Ciudades Autónomas	Andalucía	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2015	35,7"
"Comunidades y Ciudades Autónomas	Andalucía	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2014	33,3"
"Comunidades y Ciudades Autónomas	Andalucía	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2013	29,1"
"Comunidades y Ciudades Autónomas	Andalucía	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2012	28,3"
